reportno,date,description,street ,zipcode
22625,2016-11-30,Everyone's fault,24607 PERRY HW,60639
22626,2015-09-15,Customer's fault,24608 CLAIRTON BL,60361
22627,2015-05-23,Everyone's fault,24609 WEST BARDONNER RD,62386
22628,2016-10-28,Not Customer's fault,24610 CLOVERLEAF DR,62543
22629,2015-09-29,Everyone's fault,24611 GIBSONIA RD,60221
22630,2015-12-22,Not Customer's fault,24612 HOMESTEAD-DUQUESNE RD,62494
22631,2016-11-02,Customer's fault,24613 WIBLE RUN RD,62212
22632,2016-12-18,Everyone's fault,24614 RIDGE ROAD RD,62613
22633,2015-11-06,Everyone's fault,24615 WEST LIBERTY AV,60477
22634,2016-03-14,Customer's fault,24616 WILLIAM FLYNN HW,61661
22635,2015-05-12,Everyone's fault,24617 LINCOLN AV,60537
22636,2016-07-30,Not Customer's fault,24618 CHURCHVIEW AV,61227
22637,2014-10-21,Customer's fault,24619 VINE STREET ST,60335
22638,2014-11-08,Everyone's fault,24620 EAST 7TH AV,60694
22639,2014-07-31,Everyone's fault,24621 HOPE HOLLOW RD,62363
22640,2016-01-04,Customer's fault,24622 FOX CHAPEL RD,61890
22641,2014-07-05,Not Customer's fault,24623 GIBSONIA RD,61199
22642,2014-09-22,Everyone's fault,24624 LIBERTY AV,61231
22643,2015-10-03,Everyone's fault,24625 BAKERSTOWN/WARRENDALE RD,60377
22644,2016-06-23,Not Customer's fault,24626 BROWNSVILLE RD,61947
22645,2016-09-17,Everyone's fault,24627 BURGETTSTOWN RD,61079
22646,2015-11-25,Everyone's fault,24628 EAST BRUCETON RD,62111
22647,2014-09-16,Everyone's fault,24629 VANADIUM RD,61329
22648,2016-04-05,Not Customer's fault,24630 LINCOLN HW,62462
22649,2015-07-15,Everyone's fault,24631 UNIVERSITY BL,60956
22650,2015-03-29,Everyone's fault,24632 WILLETT RD. RD,60724
22651,2015-11-16,Everyone's fault,24633 FORBES AL,61627
22652,2015-09-25,Everyone's fault,24634 CRAFTON BOULEVARD BL,60959
22653,2016-08-17,Not Customer's fault,24635 SOUTH STARR AV,61143
22654,2014-08-01,Not Customer's fault,24636 EAST BARDONNER RD,61867
22655,2014-12-30,Everyone's fault,24637 COMMONWEALTH AV,62239
22656,2016-01-19,Not Customer's fault,24638 FOURTH AV,61395
22657,2014-04-14,Everyone's fault,24639 HUGHES ST,60666
22658,2014-05-14,Not Customer's fault,24640 BAYARD ST,61525
22659,2014-12-06,Not Customer's fault,24641 EISELE RD,62248
22660,2016-01-15,Customer's fault,24642 11th ST. BRIDGE ST,61464
22661,2016-09-28,Not Customer's fault,24643 WEXFORD BAYNE RD,61267
22662,2016-05-03,Customer's fault,24644 WASHINGTON RD,62000
22663,2015-06-03,Everyone's fault,24645 FOX CHAPEL RD,61419
22664,2015-08-15,Customer's fault,24646 CURRY HOLLOW RD,60153
22665,2016-12-19,Customer's fault,24647 MONTOUR INT/RMP A RD,60601
22666,2014-07-14,Everyone's fault,24648 HAYDEN BL,62264
22667,2015-10-14,Not Customer's fault,24649 WATERFRONT DR,61198
22668,2015-03-01,Customer's fault,24650 LEBANON CHURCH RD,62473
22669,2015-04-15,Everyone's fault,24651 ROSS ST,60172
22670,2014-07-29,Everyone's fault,24652 MALL CIRCLE DR,60880
22671,2014-10-16,Not Customer's fault,24653 FOX CHAPEL RD,62454
22672,2014-09-20,Customer's fault,24654 GREENTREE RD,61225
22673,2014-11-05,Not Customer's fault,24655 WASHINGTON RD,62421
22674,2014-12-04,Everyone's fault,24656 PARKWAY CENTER LT,61486
22675,2016-06-24,Not Customer's fault,24657 PA RT #51 HW,62418
22676,2014-04-18,Customer's fault,24658 BABCOCK BL,61143
22677,2016-09-07,Not Customer's fault,24659 STATE ST,62288
22678,2016-08-31,Customer's fault,24660 PERRY HW,62454
22679,2016-03-07,Not Customer's fault,24661 WEST VIEW PARK DR,61600
22680,2016-05-26,Customer's fault,24662 CLAIRTON BL,62581
22681,2016-04-23,Everyone's fault,24663 EAST HARDIES RD,60257
22682,2014-09-23,Customer's fault,24664 MCKEESPORT RD,62095
22683,2014-10-15,Customer's fault,24665 CLAIRTON RD,61856
22684,2015-11-25,Customer's fault,24666 FOREST AV,60544
22685,2014-09-03,Everyone's fault,24667 PERRY HW,61766
22686,2015-08-03,Customer's fault,24668 WASHINGTON RD,62581
22687,2014-05-17,Not Customer's fault,24669 SALEM HOLLOW RD,60979
22688,2014-08-30,Customer's fault,24670 WILLIAM FLYNN HW,61028
22689,2016-11-15,Not Customer's fault,24671 LINCOLN HW,61439
22690,2016-03-21,Customer's fault,24672 PITTSBURGH MCKEESPORT BL,61047
22691,2016-04-04,Everyone's fault,24673 WASHINGTON AV,61024
22692,2015-09-08,Customer's fault,24674 MCNEAL RD,60999
22693,2014-12-10,Everyone's fault,24675 WARRIORS RD,62297
22694,2015-02-28,Not Customer's fault,24676 LOVEDALE RD,61808
22695,2015-02-16,Everyone's fault,24677 CURRY HOLLOW RD,60535
22696,2016-05-04,Everyone's fault,24678 HAZELWOOD AV,60429
22697,2014-11-17,Not Customer's fault,24679 PINEY FORK RD,62563
22698,2015-01-17,Customer's fault,24680 RICHLAND MALL DR,60918
22699,2014-11-11,Customer's fault,24681 BURCHFIELD RD,61357
22700,2016-07-19,Everyone's fault,24682 CLAIRTON BL,61010
22701,2015-11-23,Customer's fault,24683 STATE ROUTE 51 HW,62430
22702,2015-01-28,Everyone's fault,24684 FOX CHAPEL RO,60669
22703,2014-08-15,Customer's fault,24685 PAUL SCHWEIGER WY,60751
22704,2015-03-09,Customer's fault,24686 DORSEYVILLE RD,62290
22705,2016-03-18,Everyone's fault,24687 GREENTREE RD,61646
22706,2016-05-30,Not Customer's fault,24688 WILLIAM FLYNN HW,60615
22707,2015-08-23,Everyone's fault,24689 HOMESTEAD DUQUESNE RD,62424
22708,2014-05-20,Not Customer's fault,24690 FOREST AV,60674
22709,2014-06-15,Everyone's fault,24691 MT ROYAL BL,62445
22710,2015-11-02,Customer's fault,24692 PERRY HW,62522
22711,2015-11-26,Not Customer's fault,24693 PAINTERS RUN RD,61278
22712,2016-12-23,Customer's fault,24694 COCHRANS MILL RD,60827
22713,2016-09-07,Not Customer's fault,24695 MT. ROYAL BL,61489
22714,2016-01-29,Customer's fault,24696 MONTOUR RUN RD,61288
22715,2015-07-26,Not Customer's fault,24697 NOBLESTOWN RD,61054
22716,2016-08-13,Not Customer's fault,24698 MOON-CLINTON RD,62436
22717,2015-11-16,Customer's fault,24699 NORTHGATE DR,61111
22718,2014-12-04,Everyone's fault,24700 THORN RUN RD,61805
22719,2016-06-15,Customer's fault,24701 RODI RD,61497
22720,2015-10-09,Everyone's fault,24702 SANDUSKY ST,62021
22721,2014-05-23,Not Customer's fault,24703 PERRY HW,61525
22722,2014-10-09,Not Customer's fault,24704 SPRINGARDEN RD,61778
22723,2015-03-29,Not Customer's fault,24705 EAST CARSON ST,62317
22724,2016-07-10,Not Customer's fault,24706 WEST LIBERTY AV,60496
22725,2014-11-21,Everyone's fault,24707 SAW MILL RUN BL,62222
22726,2015-09-04,Not Customer's fault,24708 WASHINGTON BL,60116
22727,2016-10-17,Everyone's fault,24709 FORT PITT TN,62153
22728,2015-01-13,Not Customer's fault,24710 PENN LINCOLN PY,61060
22729,2016-12-20,Everyone's fault,24711 PENN LINCOLN PY,60867
22730,2014-05-07,Everyone's fault,24712 SIPLE ST,60722
22731,2014-04-18,Not Customer's fault,24713 THOMS RUN RD,61824
22732,2016-03-20,Everyone's fault,24714 STOOPS FERRY RD,61142
22733,2016-04-24,Not Customer's fault,24715 BOSTON HOLLOW RD,61692
22734,2016-07-04,Customer's fault,24716 PA TURNPIKE HW,61787
22735,2014-09-23,Not Customer's fault,24717 PENN AV,61494
22736,2015-06-19,Everyone's fault,24718 SECONO AV,61069
22737,2015-05-13,Customer's fault,24719 CHATEAU ST,61351
22738,2016-03-04,Everyone's fault,24720 ALLIES OF THE BL,61734
22739,2014-05-27,Not Customer's fault,24721 ALLIES OF THE BL,61840
22740,2014-12-03,Not Customer's fault,24722 HULTON RD,62091
22741,2015-02-27,Not Customer's fault,24723 FRANKLYN DR,62475
22742,2015-11-14,Everyone's fault,24724 NORTH POPLAR DR,61504
22743,2015-02-16,Not Customer's fault,24725 WEYMAN RD,60534
22744,2014-05-26,Everyone's fault,24726 MT ROYAL BL,61572
22745,2014-07-25,Not Customer's fault,24727 MT ROYAL BL,60746
22746,2015-01-27,Customer's fault,24728 SAW MILL RUN BL,60722
22747,2016-08-06,Not Customer's fault,24729 RIDGE RD,61493
22748,2016-07-10,Not Customer's fault,24730 BOYCE RD,60816
22749,2014-09-18,Customer's fault,24731 PERRY HW,60767
22750,2016-08-24,Customer's fault,24732 LYSLE BL,61180
22751,2016-04-18,Customer's fault,24733 THOMS RUN RD,60427
22752,2015-06-11,Customer's fault,24734 CLAIRTON BL,62516
22753,2016-09-30,Everyone's fault,24735 FERGUSON RD,61218
22754,2015-08-06,Not Customer's fault,24736 EIGHTH AV,62616
22755,2016-07-20,Everyone's fault,24737 SAXONBURG BL,62093
22756,2016-08-21,Customer's fault,24738 SR 0910 SH,60681
22757,2015-03-14,Customer's fault,24739 FIFTH ST,60923
22758,2014-12-16,Customer's fault,24740 UNIVERSITY BL,61649
22759,2014-05-01,Not Customer's fault,24741 HAWTHORNE AV,61472
22760,2016-06-29,Not Customer's fault,24742 PAYNE HILL RD,61692
22761,2015-12-31,Not Customer's fault,24743 STATE ROUTE 910 HW,60134
22762,2015-10-09,Everyone's fault,24744 MILLER AV,61068
22763,2016-10-08,Not Customer's fault,24745 NORTHFIELD DR,62191
22764,2015-02-28,Everyone's fault,24746 CLAIRTON BL,61318
22765,2014-08-02,Not Customer's fault,24747 EAST 9TH AV,61642
22766,2014-10-12,Not Customer's fault,24748 GREENLEAF ST,60896
22767,2014-10-09,Everyone's fault,24749 WILLIAM FLYNN HW,61955
22768,2015-09-19,Customer's fault,24750 WASHINGTON RD,60961
22769,2014-07-23,Everyone's fault,24751 BROUGHTON RD,62433
22770,2015-03-18,Everyone's fault,24752 EAST FIFTH AV,61845
22771,2015-06-25,Not Customer's fault,24753 MOON-CLINTON RD,62327
22772,2014-09-24,Not Customer's fault,24754 CLAIRTON BL,60407
22773,2015-02-21,Everyone's fault,24755 WEST 7TH AV,60868
22774,2014-07-03,Not Customer's fault,24756 TRAUTMAN ST,60466
22775,2015-03-14,Everyone's fault,24757 NORTH STATE ST,61568
22776,2014-08-16,Customer's fault,24758 ROLLING FARMS RD,60985
22777,2016-12-13,Everyone's fault,24759 DORRINGTON RD,62533
22778,2016-03-08,Everyone's fault,24760 WAY HOLLOW RD,61815
22779,2016-10-30,Not Customer's fault,24761 ROBINSON BL,61100
22780,2014-10-14,Not Customer's fault,24762 NORTH HILLS EX,62182
22781,2016-02-26,Everyone's fault,24763 STATE ROUTE 51 HW,62564
22782,2014-09-28,Customer's fault,24764 WASHINGTON PK,62592
22783,2016-03-24,Customer's fault,24765 BROWNSVILLE RD,61216
22784,2016-08-18,Not Customer's fault,24766 WILLIAM FLYNN HW,61172
22785,2015-07-01,Not Customer's fault,24767 CLAIRTON BL,60999
22786,2014-10-16,Not Customer's fault,24768 PERRY HW,60189
22787,2016-08-16,Not Customer's fault,24769 WILLIAMS RD,62061
22788,2016-10-09,Not Customer's fault,24770 WEST CARSON ST,61660
22789,2015-04-05,Everyone's fault,24771 MONROEVILLE MALL LT,62465
22790,2016-01-08,Everyone's fault,24772 EWING RD,60908
22791,2016-11-12,Customer's fault,24773 ALLEGHENY VALLEY EX,60301
22792,2014-09-01,Not Customer's fault,24774 SEABRIGHT RD,61025
22793,2016-12-26,Everyone's fault,24775 SWALLOWHILL RD,60497
22794,2016-04-12,Customer's fault,24776 WM FLYNN HW,61679
22795,2016-06-05,Customer's fault,24777 ACADEMY ST,60500
22796,2014-11-28,Customer's fault,24778 SIXTH AV,60846
22797,2016-12-01,Not Customer's fault,24779 CHADTIERS ST,61386
22798,2015-09-26,Not Customer's fault,24780 JANOSKI'S PARKING LT,61088
22799,2014-05-26,Everyone's fault,24781 RAYMOND P SHAFER HW,61393
22800,2014-04-16,Not Customer's fault,24782 WASHINGTON PK,60144
22801,2014-08-27,Everyone's fault,24783 NOBLESTOWN RD,61135
22802,2014-12-04,Not Customer's fault,24784 PA. ROUTE 837 HW,60623
22803,2016-08-07,Everyone's fault,24785 WALKERS MILL RD,62415
22804,2014-07-14,Everyone's fault,24786 GLENN AV,60880
22805,2014-09-02,Everyone's fault,24787 FORSYTHE RD,61835
22806,2016-09-14,Everyone's fault,24788 CLAIRTON BL,61301
22807,2016-05-01,Not Customer's fault,24789 HOMESTEAD GRAY'S BR,62568
22808,2015-09-17,Everyone's fault,24790 SANDUSKY ST,60398
22809,2015-11-09,Customer's fault,24791 EAST 5TH AV,62215
22810,2016-10-04,Not Customer's fault,24792 WARRENDALE BAYNE RD,61369
22811,2016-08-05,Customer's fault,24793 WASHINGTON AV,61321
22812,2015-05-17,Customer's fault,24794 PA TURNPIKE HW,60919
22813,2014-07-12,Not Customer's fault,24795 BUTLER ST,60755
22814,2014-12-30,Customer's fault,24796 LIBERTY AV,62130
22815,2016-06-02,Everyone's fault,24797 SAW MILL RUN BL,62327
22816,2016-03-08,Everyone's fault,24798 BAKERSTOWN/WARRENDALE RD,61222
22817,2016-10-16,Everyone's fault,24799 RADISSON LT,62015
22818,2015-12-08,Customer's fault,24800 CURRY HOLLOW RD,62284
22819,2015-01-29,Not Customer's fault,24801 WILLIAM FLYNN HW,62150
22820,2016-07-15,Customer's fault,24802 SAXONBURG BL,61055
22821,2014-05-31,Everyone's fault,24803 WASHINGTON RD,60399
22822,2015-07-09,Everyone's fault,24804 PERRY HW,61351
22823,2014-12-08,Everyone's fault,24805 WASHINGTON RD,61787
22824,2015-10-10,Not Customer's fault,24806 ISLAND AV,61937
22825,2015-06-25,Customer's fault,24807 44th ST ST,61796
22826,2015-06-06,Not Customer's fault,24808 WASHINGTON ROAD RD,61204
22827,2016-08-12,Not Customer's fault,24809 NOBLESTOWN RD,62553
22828,2015-10-07,Customer's fault,24810 MANSFIELD BL,61747
22829,2016-02-14,Customer's fault,24811 MANSFIELD BL,61285
22830,2015-01-17,Not Customer's fault,24812 RAVEN DR,61557
22831,2015-01-26,Customer's fault,24813 UNIVERSITY BL,60405
22832,2014-07-17,Customer's fault,24814 LITTLE ST,62350
22833,2015-12-23,Everyone's fault,24815 ARLINGTON AV,60675
22834,2016-08-28,Customer's fault,24816 BOSTON BR,61920
22835,2016-04-08,Customer's fault,24817 CORRIGAN DR,61482
22836,2015-03-09,Customer's fault,24818 WASHINGTON RD,61501
22837,2014-07-04,Customer's fault,24819 RICH HILL RD RD,62352
22838,2014-05-23,Not Customer's fault,24820 MCKINNEY LN,61030
22839,2016-06-27,Everyone's fault,24821 MULBERRY AL,61795
22840,2016-06-12,Everyone's fault,24822 FORSYTHE RD,62227
22841,2016-06-26,Everyone's fault,24823 STATE ROUTE 51 HW,61056
22842,2016-02-08,Everyone's fault,24824 PAINTERS RUN RD,60565
22843,2016-03-08,Customer's fault,24825 KEEPORT DR,60787
22844,2015-01-26,Not Customer's fault,24826 MCKEESPORT RD,61743
22845,2015-04-23,Customer's fault,24827 WEXFORD-BAYNE RD,62075
22846,2016-10-18,Everyone's fault,24828 WEST NEWTON RD,62445
22847,2014-05-02,Not Customer's fault,24829 EAST 8TH AV,61454
22848,2015-03-24,Everyone's fault,24830 WILLIAM FLYNN HW,60798
22849,2014-12-20,Everyone's fault,24831 PITTSBURGH ST,62544
22850,2014-06-21,Everyone's fault,24832 ANDERSON RD,61533
22851,2016-07-17,Not Customer's fault,24833 COAL VALLEY RD,60882
22852,2015-03-07,Everyone's fault,24834 WARRENDALE-BAKERSTOWN RD,61671
22853,2015-05-07,Everyone's fault,24835 MARHOEFER DR,61526
22854,2016-01-23,Everyone's fault,24836 CLAIRTON BL,61495
22855,2016-06-08,Not Customer's fault,24837 GENERAL ROBINSON BL,60309
22856,2015-09-21,Everyone's fault,24838 CLAIRTON BL,62326
22857,2014-10-19,Customer's fault,24839 UNIVERSITY BL,60670
22858,2014-08-19,Customer's fault,24840 SIMPSON HOWELL RD,62226
22859,2015-02-07,Customer's fault,24841 KENNYWOOD BL,61728
22860,2016-11-02,Everyone's fault,24842 WILLIAM FLYNN HW,61406
22861,2016-01-15,Customer's fault,24843 WEST STEUBEN ST,61156
22862,2015-05-20,Not Customer's fault,24844 HOOKSTOWN GRADE RD,60608
22863,2014-05-05,Customer's fault,24845 BIRCH ST,61669
22864,2015-07-03,Customer's fault,24846 BEAVER ST,61531
22865,2015-04-16,Everyone's fault,24847 MONROEVILLE RD,62518
22866,2014-12-29,Not Customer's fault,24848 MOSSIDE BL,62041
22867,2014-11-22,Customer's fault,24849 MCKNIGHT RD,61828
22868,2014-10-04,Not Customer's fault,24850 SANDUSKY ST,61715
22869,2015-01-22,Customer's fault,24851 PEARCE RD,60722
22870,2015-07-17,Everyone's fault,24852 ARDNORE BL,60620
22871,2016-08-09,Customer's fault,24853 OHIO RIVER BL,62270
22872,2016-01-10,Everyone's fault,24854 LINCOLN HW,62241
22873,2014-05-15,Customer's fault,24855 COAL VALLEY RD,61633
22874,2016-09-05,Customer's fault,24856 MALL BL,61544
22875,2015-05-08,Customer's fault,24857 FIELDSTONE DR,62541
22876,2015-04-25,Everyone's fault,24858 ROYALVIEW DR,60364
22877,2016-02-21,Not Customer's fault,24859 WILLIAM PENN HW,60519
22878,2015-07-02,Everyone's fault,24860 STATE ROUTE 51 HW,60327
22879,2015-12-10,Not Customer's fault,24861 PERRY HW,61605
22880,2014-08-17,Everyone's fault,24862 HILLTOP ST,61154
22881,2014-06-29,Everyone's fault,24863 WILLIAM FLYNN HW,62379
22882,2014-11-27,Customer's fault,24864 AIRPORT PY,61394
22883,2016-10-08,Everyone's fault,24865 PENN AV,61299
22884,2016-05-19,Not Customer's fault,24866 HOMESTEAD-DUQUESNE RD,60815
22885,2016-11-12,Not Customer's fault,24867 MOON-CLINTON RD,61905
22886,2015-05-28,Everyone's fault,24868 DUNCAN AV,60615
22887,2016-08-06,Everyone's fault,24869 WASHINGTON RD,61991
22888,2016-02-18,Not Customer's fault,24870 UNIVERSITY BL,60348
22889,2015-01-17,Everyone's fault,24871 WASHINGTON RD,60931
22890,2014-06-21,Everyone's fault,24872 STREETS RUN RD,62294
22891,2014-08-05,Not Customer's fault,24873 MCCLAREN RD,60317
22892,2014-10-18,Customer's fault,24874 HAYDEN BL,60197
22893,2016-02-12,Not Customer's fault,24875 MCARTHER RD,61873
22894,2016-09-17,Customer's fault,24876 LEBANON CHURCH RD,61474
22895,2016-11-05,Everyone's fault,24877 MOUNT ROYAL BL,61004
22896,2016-09-23,Everyone's fault,24878 GREENSBURG AV,60344
22897,2014-10-16,Everyone's fault,24879 SR 0910 HW,61099
22898,2016-05-14,Everyone's fault,24880 BRUSH CREEK RD,62341
22899,2014-12-11,Not Customer's fault,24881 WASHINGTON RD,60620
22900,2015-08-27,Customer's fault,24882 DOYLE RD,60832
22901,2016-06-27,Not Customer's fault,24883 WASHINGTON AV,61136
22902,2015-05-10,Not Customer's fault,24884 OHIO RIVER BL,60282
22903,2015-11-03,Not Customer's fault,24885 WASHINGTON RD,60983
22904,2015-05-01,Not Customer's fault,24886 WEST RUN RD,61082
22905,2016-05-02,Not Customer's fault,24887 MCELHENY RD,61374
22906,2015-12-25,Not Customer's fault,24888 BROWNSVILLE RD. RD,61050
22907,2015-02-03,Customer's fault,24889 CURRY HOLLOW RD,61447
22908,2015-03-24,Not Customer's fault,24890 STATE ST,60872
22909,2016-06-01,Not Customer's fault,24891 HAHN RD,61831
22910,2015-06-06,Everyone's fault,24892 MCCLAREN RD,60438
22911,2014-11-26,Customer's fault,24893 BAPTIST RD,60896
22912,2014-04-19,Customer's fault,24894 PERRY HW,62055
22913,2014-07-16,Customer's fault,24895 BABCOCK BL,62133
22914,2016-09-29,Not Customer's fault,24896 BLACKBURN RD,61731
22915,2015-09-26,Customer's fault,24897 BAKERSTOWN RD. RD,60401
22916,2016-09-26,Everyone's fault,24898 OLD CLAIRTON RD,60981
22917,2016-02-18,Everyone's fault,24899 WASHINGTON RD,60158
22918,2015-02-22,Customer's fault,24900 BEAVER GRADE RD,60571
22919,2016-11-25,Everyone's fault,24901 LOWER TRAFFICWAY S. HILLS VILL WY,60930
22920,2015-09-09,Everyone's fault,24902 PERRY HW,61353
22921,2015-05-19,Not Customer's fault,24903 WEST COMMONS ST,61297
22922,2015-03-01,Everyone's fault,24904 STANTON AV,62581
22923,2015-04-13,Customer's fault,24905 CHARTIERS AV,60928
22924,2016-07-29,Customer's fault,24906 WILLIAM PENN HW,61573
22925,2016-10-11,Not Customer's fault,24907 MIFFLIN RD,61795
22926,2015-10-26,Everyone's fault,24908 SECOND AV,61187
22927,2016-06-15,Everyone's fault,24909 PITTSBURGH ST,62051
22928,2014-11-15,Everyone's fault,24910 FIFTH AV,62557
22929,2016-11-09,Everyone's fault,24911 PENN AV,60782
22930,2016-01-04,Not Customer's fault,24912 DELAFIELD RD,61613
22931,2015-11-09,Not Customer's fault,24913 WILLIAM PENN HW,61734
22932,2015-01-24,Customer's fault,24914 CLAIRTON BL,60180
22933,2015-05-31,Customer's fault,24915 MCKNIGHT RD,62456
22934,2015-05-28,Not Customer's fault,24916 PENN AV,62196
22935,2014-10-12,Everyone's fault,24917 WILLIAM FLYNN HW,61123
22936,2014-06-23,Everyone's fault,24918 GREENTREE RD,61549
22937,2016-12-20,Not Customer's fault,24919 RAYMOND P SHAFER HW,61935
22938,2014-10-18,Customer's fault,24920 HOMESTEAD HI LEVEL BR,62094
22939,2014-10-02,Customer's fault,24921 PITTSBURGH ST,60534
22940,2016-09-29,Everyone's fault,24922 PERRY HW,61541
22941,2015-11-16,Customer's fault,24923 PA STATE ROUTE 8 HW,60778
22942,2016-04-18,Not Customer's fault,24924 RIVER RD,62197
22943,2014-10-19,Not Customer's fault,24925 STROSCHEIN RD,60566
22944,2014-06-12,Not Customer's fault,24926 ROSS ST,62411
22945,2016-05-18,Everyone's fault,24927 PERRY HW,62217
22946,2015-12-02,Customer's fault,24928 MCLAUGHLIN RUN RD,60162
